300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	
300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	
300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300.001	300.001	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	
300	300	300	300	300	300	300	300	300	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300	300	300	300	300	300	300	300	300	
300	300	300	300	300	300	300	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300	300	300	300	300	300	300	
300	300	300	300	300	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300	300	300	300	300	
300	300	300	300	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300	300	300	300	
300	300	300	300	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300	300	300	300	
300	300	300	300.001	300.001	300.001	300.001	300.001	300.001	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.001	300.001	300.001	300.001	300.001	300.001	300.001	300	300	300	
300	300	300	300.001	300.001	300.001	300.001	300.001	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.003	300.003	300.003	300.003	300.003	300.003	300.003	300.003	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.002	300.001	300.001	300.001	300.001	300.001	300	300	300	
300	300	300	300.001	300.001	300.001	300.001	300.002	300.002	300.002	300.002	300.002	300.002	300.003	300.003	300.003	300.003	300.003	300.003	300.003	300.003	300.003	300.003	300.003	300.003	300.003	300.003	300.002	300.002	300.002	300.002	300.002	300.002	300.001	300.001	300.001	300.001	300	300	300	
